target_id	length	eff_length	est_counts	tpm
PF3D7_0732300.1	1017	1018	17.007	0.807287
PF3D7_0732400.1	1149	1150	11	0.462214
PF3D7_0732500.1	1119	1120	7.08137	0.305526
PF3D7_0732600.1	213	214	0	0
PF3D7_0732700.1	1080	1081	75.221	3.3625
PF3D7_0732800.1	1329	1330	0	0
PF3D7_0732900.1	1020	1021	128.75	6.09353
PF3D7_0733000.1	7788	7789	110.446	0.685201
PF3D7_0800100.1	6363	6364	98.734	0.749696
PF3D7_0800200.1	9779	9780	318	1.57122
PF3D7_0800300.1	10075	10076	1234.27	5.91931
PF3D7_0800400.1	993	994	150.821	7.33202
PF3D7_0800500.1	1128	1129	2.00526	0.0858271
PF3D7_0800600.1	876	877	143.83	7.92497
PF3D7_0800650.1	146	147	12.8508	4.22438
PF3D7_0800700.1	8556	8557	1162.35	6.56395
PF3D7_0800750.1	576	577	655	54.8547
PF3D7_0800800.1	1451	1452	401	13.3452
PF3D7_0800900.1	636	637	10.0521	0.762546
PF3D7_0801000.1	5877	5878	1687.07	13.8692
PF3D7_0801100.1	6175	6176	523.001	4.09207
PF3D7_0801200.1	162	163	1.00157	0.296922
PF3D7_0801300.1	873	874	95	5.25243
PF3D7_0801400.1	949	950	434.231	22.0874
PF3D7_0801500.1	2446	2447	1223.94	24.1699
PF3D7_0801600.1	707	708	207.416	14.1566
PF3D7_0801700.1	6899	6900	2627.41	18.4004
PF3D7_0801800.1	4641	4642	14024.3	145.991
PF3D7_0801900.1	17669	17670	5201.68	14.2251
PF3D7_0802000.1	6028	6029	43318.3	347.196
PF3D7_0802100.1	9490	9491	6817.37	34.7099
PF3D7_0802200.1	1973	1974	106662	2611.04
PF3D7_0802300.1	4285	4286	1910.03	21.5345
PF3D7_0802400.1	2187	2188	2117	46.7543
PF3D7_0802500.1	5631	5632	2403.29	20.6202
PF3D7_0802600.1	7479	7480	57246.5	369.825
PF3D7_0802700.1	1233	1234	534	20.911
PF3D7_0802800.1	2764	2765	26446.4	462.19
PF3D7_0802900.1	1375	1376	167.271	5.87422
PF3D7_0803000.1	2442	2443	2464	48.7378
PF3D7_0803100.1	4591	4592	3879.34	40.8229
PF3D7_0803200.1	3094	3095	3867.3	60.3803
PF3D7_0803300.1	1537	1538	466	14.6412
PF3D7_0803400.1	5951	5952	56895.5	461.916
PF3D7_0803500.1	5114	5115	2970.11	28.0591
PF3D7_0803600.1	5954	5955	5109.8	41.4639
PF3D7_0803700.1	2408	2409	273.33	5.48275
PF3D7_0803800.1	1654	1655	53265.7	1555.24
PF3D7_0803900.1	130	131	107	39.4694
PF3D7_0804000.1	3546	3547	5100.97	69.4927
PF3D7_0804100.1	85	86	0	0
PF3D7_0804200.1	160	161	32	9.60445
PF3D7_0804300.1	3196	3197	1634.88	24.711
PF3D7_0804400.1	3414	3415	2768.01	39.1674
PF3D7_0804500.1	19773	19774	29757.2	72.7186
PF3D7_0804600.1	2374	2375	1769.52	36.0031
PF3D7_0804700.1	5997	5998	3205.48	25.8247
PF3D7_0804800.1	1125	1126	4181.24	179.438
PF3D7_0804900.1	2765	2766	20622.7	360.281
PF3D7_0805000.1	1977	1978	1183.16	28.9044
PF3D7_0805100.1	2767	2768	411.118	7.17709
PF3D7_0805200.1	1118	1119	2832.1	122.3
PF3D7_0805300.1	4228	4229	6783	77.5055
PF3D7_0805400.1	1180	1181	10483	428.928
PF3D7_0805500.1	5734	5735	6317.37	53.2294
PF3D7_0805600.1	2465	2466	1258.43	24.6595
PF3D7_0805700.1	6243	6244	4806.47	37.1973
PF3D7_0805800.1	1311	1312	136	5.00903
PF3D7_0805900.1	750	751	157	10.102
PF3D7_0806000.1	4165	4166	1037.55	12.0348
PF3D7_0806100.1	2546	2547	2137.26	40.5486
PF3D7_0806200.1	3386	3387	9436	134.624
PF3D7_0806300.1	5343	5344	5860	52.9882
PF3D7_0806400.1	1328	1329	175.129	6.36767
PF3D7_0806500.1	3318	3319	3864.54	56.2651
PF3D7_0806600.1	3281	3282	2540.78	37.409
PF3D7_0806700.1	8860	8861	6602.74	36.0072
PF3D7_0806800.1	4316	4317	15975.5	178.822
PF3D7_0806900.1	2004	2005	0	0
PF3D7_0807000.1	4028	4029	10431.4	125.11
PF3D7_0807100.1	4597	4598	2497.6	26.2484
PF3D7_0807200.1	2139	2140	633.668	14.3086
PF3D7_0807300.1	1582	1583	76279.7	2328.5
PF3D7_0807400.1	1827	1828	7161.02	189.299
PF3D7_0807500.1	2281	2282	2118.54	44.8611
PF3D7_0807600.1	6650	6651	15535.7	112.873
PF3D7_0807700.1	3166	3167	8707.11	132.854
PF3D7_0807800.1	1970	1971	9650.9	236.608
PF3D7_0807900.1	2005	2006	3064.8	73.8277
PF3D7_0808000.1	4916	4917	3220	31.6449
PF3D7_0808100.1	6048	6049	2202.41	17.594
PF3D7_0808200.1	3518	3519	8472.69	116.346
PF3D7_0808300.1	2388	2389	16846.7	340.758
PF3D7_0808400.1	1883	1884	3748.42	96.1425
PF3D7_0808450.1	273	274	8012	1412.99
PF3D7_0808500.1	135	136	0	0
PF3D7_0808600.1	7804	7805	168.094	1.0407
PF3D7_0808700.1	6696	6697	117.425	0.847286
PF3D7_0808800.1	1167	1168	29.0472	1.20174
PF3D7_0808900.1	999	1000	464.882	22.4642
PF3D7_0809000.1	135	136	0	0
PF3D7_0809100.1	7018	7019	400.765	2.75907
PF3D7_0809200.1	4975	4976	1999.44	19.4167
PF3D7_0809250.1	204	205	3159	744.636
PF3D7_0809400.1	3042	3043	12616.6	200.35
PF3D7_0809500.1	915	916	15.7832	0.83262
PF3D7_0809600.1	17994	17995	5393.06	14.4821
PF3D7_0809700.1	1563	1564	1214	37.5085
PF3D7_0809800.1	3894	3895	3536	43.8685
PF3D7_0809900.1	4952	4953	2161.05	21.0836
PF3D7_0810000.1	1243	1244	10189.4	395.803
PF3D7_0810100.1	1256	1257	5866.44	225.521
PF3D7_0810200.1	3581	3582	4076.82	54.9977
PF3D7_0810300.1	4433	4434	43957	479.049
PF3D7_0810400.1	1812	1813	21140	563.45
PF3D7_0810500.1	1413	1414	9927.33	339.259
PF3D7_0810600.1	7019	7020	13952.2	96.0402
PF3D7_0810700.1	1392	1393	2399.5	83.2373
PF3D7_0810800.1	2866	2867	1958	33.0014
PF3D7_0810900.1	2282	2283	9375.43	198.442
PF3D7_0810900.2	366	367	603.706	79.4892
PF3D7_0811000.1	4754	4755	3766.06	38.2723
PF3D7_0811100.1	2686	2687	812.382	14.6097
PF3D7_0811200.1	4349	4350	8435.93	93.7113
PF3D7_0811300.1	7196	7197	8285.45	55.6305
PF3D7_0811400.1	4044	4045	7408	88.4974
PF3D7_0811500.1	3899	3900	877.399	10.8713
PF3D7_0811600.1	4090	4091	5654.53	66.7906
PF3D7_0811700.1	5242	5243	7120.14	65.6231
PF3D7_0811800.1	2686	2687	18129.7	326.041
PF3D7_0811900.1	4523	4524	101733	1086.64
PF3D7_0812000.1	1459	1460	2805.97	92.8706
PF3D7_0812100.1	8840	8841	16289.8	89.0354
PF3D7_0812200.1	1325	1326	946	34.4743
PF3D7_0812220.1	1304	1305	1600.59	59.2678
PF3D7_0812300.1	1386	1387	74	2.57812
PF3D7_0812400.1	3209	3210	7196.94	108.341
PF3D7_0812500.1	5332	5333	9603.34	87.016
PF3D7_0812600.1	1615	1616	452.204	13.522
PF3D7_0812700.1	1892	1893	8374.82	213.783
PF3D7_0812800.1	219	220	50	10.9824
PF3D7_0812900.1	6113	6114	2512.74	19.8596
PF3D7_0813000.1	2093	2094	5732	132.275
PF3D7_0813100.1	3598	3599	3076.63	41.3087
PF3D7_0813200.1	2083	2084	24764.7	574.228
PF3D7_0813300.1	2317	2318	31937.1	665.78
PF3D7_0813400.1	4327	4328	6168.13	68.8675
PF3D7_0813500.1	1548	1549	2835	88.4402
PF3D7_0813600.1	2139	2140	15432.1	348.465
PF3D7_0813700.1	4960	4961	23011	224.138
PF3D7_0813800.1	1385	1386	738	25.7301
PF3D7_0813900.1	1760	1761	10121.8	277.746
PF3D7_0814000.1	2401	2402	53963.1	1085.61
PF3D7_0814100.1	2362	2363	3345.81	68.4205
PF3D7_0814200.1	3970	3971	180999	2202.55
PF3D7_0814300.1	4361	4362	632.419	7.00596
PF3D7_0814400.1	2991	2992	5404.66	87.2881
PF3D7_0814500.1	3410	3411	817.057	11.5749
PF3D7_0814600.1	1182	1183	479	19.5659
PF3D7_0814700.1	1547	1548	3518.08	109.82
PF3D7_0814900.1	1432	1433	1072.79	36.1756
PF3D7_0815000.1	1988	1989	4181.69	101.593
PF3D7_0815100.1	2928	2929	3798.42	62.666
PF3D7_0815200.1	5148	5149	2584.98	24.2596
PF3D7_0815300.1	4305	4306	414.888	4.65592
PF3D7_0815400.1	1122	1123	44.1782	1.90098
PF3D7_0815500.1	3017	3018	4260.97	68.2241
PF3D7_0815600.1	1371	1372	16300.6	574.113
PF3D7_0815700.1	2005	2006	445.408	10.7294
PF3D7_0815800.1	6653	6654	6920.14	50.2551
PF3D7_0815900.1	2240	2241	598.185	12.8986
PF3D7_0816000.1	2197	2198	968	21.2812
PF3D7_0816100.1	1290	1291	859.109	32.1566
PF3D7_0816200.1	1273	1274	2335.72	88.5931
PF3D7_0816300.1	3000	3001	6135.73	98.798
PF3D7_0816400.1	1424	1425	1282.6	43.4935
PF3D7_0816500.1	519	520	5	0.464638
PF3D7_0816600.1	4309	4310	2326.02	26.0786
PF3D7_0816700.1	1294	1295	2940	109.705
PF3D7_0816800.1	1055	1056	71	3.24895
PF3D7_0816900.1	1086	1087	544.9	24.2234
PF3D7_0817000.1	1170	1171	187	7.71672
PF3D7_0817100.1	2998	2999	2253.41	36.3088
PF3D7_0817200.1	3509	3510	1373.37	18.9073
PF3D7_0817300.1	9235	9236	3429.86	17.9449
PF3D7_0817400.1	3260	3261	4371.83	64.7829
PF3D7_0817500.1	1536	1537	26816.7	843.102
PF3D7_0817600.1	4164	4165	11827.7	137.225
PF3D7_0817700.1	5135	5136	14854.1	139.756
PF3D7_0817800.1	1535	1536	27662.9	870.273
PF3D7_0817900.1	1091	1092	8846	391.447
PF3D7_0818000.1	3563	3564	38823.2	526.383
PF3D7_0818100.1	3056	3057	7641.82	120.795
PF3D7_0818200.1	3935	3936	3131.77	38.4488
PF3D7_0818300.1	1683	1684	208	5.96856
PF3D7_0818400.1	1410	1411	4951.56	169.576
PF3D7_0818500.1	2662	2663	3949.11	71.66
PF3D7_0818600.1	1547	1548	3577	111.66
PF3D7_0818700.1	6197	6198	5866.39	45.737
PF3D7_0818800.1	1816	1817	6170.95	164.114
PF3D7_0818900.1	4431	4432	57773.1	629.903
PF3D7_0819000.1	4711	4712	4085.68	41.8993
PF3D7_0819100.1	2200	2201	523.7	11.4977
PF3D7_0819200.1	2031	2032	872	20.7368
PF3D7_0819300.1	3596	3597	921	12.3728
PF3D7_0819400.1	1965	1966	162	3.9818
PF3D7_0819500.1	1776	1777	214.005	5.81948
PF3D7_0819600.1	3035	3036	7185.7	114.371
PF3D7_0819700.1	2346	2347	8124	167.265
PF3D7_0819800.1	4227	4228	8564	97.8791
PF3D7_0819900.1	497	498	3694	358.439
PF3D7_0820000.1	7710	7711	3272.84	20.5098
PF3D7_0820100.1	1416	1417	2519	85.9027
PF3D7_0820200.1	3760	3761	5299.47	68.0891
PF3D7_0820300.1	4415	4416	2200.59	24.0801
PF3D7_0820400.1	2441	2442	567.18	11.2234
PF3D7_0820500.1	2921	2922	2379.31	39.3477
PF3D7_0820600.1	2052	2053	241	5.67252
PF3D7_0820700.1	4055	4056	4916.27	58.5714
PF3D7_0820800.1	3012	3013	3844.78	61.6624
PF3D7_0820900.1	5053	5054	9687.49	92.6242
PF3D7_0821000.1	2238	2239	5695.31	122.917
PF3D7_0821100.1	3227	3228	2265.55	33.9148
PF3D7_0821200.1	1160	1161	189.031	7.86772
PF3D7_0821300.1	3217	3218	1698	25.4976
PF3D7_0821400.1	2381	2382	927.06	18.8068
PF3D7_0821500.1	1405	1406	365.875	12.5746
PF3D7_0821600.1	2504	2505	9472.43	182.727
PF3D7_0821700.1	1728	1729	928.456	25.9486
PF3D7_0821800.1	1689	1690	3278.36	93.7386
PF3D7_0821900.1	1053	1054	1296.12	59.4227
PF3D7_0822000.1	2192	2193	718.158	15.8245
PF3D7_0822100.1	1450	1451	2372.36	79.0063
PF3D7_0822200.1	4557	4558	4344.75	46.0616
PF3D7_0822300.1	1130	1131	1549.32	66.1951
PF3D7_0822400.1	1738	1739	494.105	13.7299
PF3D7_0822500.1	963	964	459.538	23.0353
PF3D7_0822600.1	3568	3569	1011.87	13.7002
PF3D7_0822700.1	3590	3591	3682.99	49.5602
PF3D7_0822800.1	1984	1985	280.317	6.82396
PF3D7_0822900.1	5252	5253	20593.6	189.441
PF3D7_0823000.1	4157	4158	2956.39	34.3578
PF3D7_0823100.1	2786	2787	690.514	11.9725
PF3D7_0823200.1	3980	3981	2682.69	32.5631
PF3D7_0823300.1	5437	5438	3074.08	27.3164
PF3D7_0823400.1	1485	1486	159	5.17043
PF3D7_0823500.1	1792	1793	99.5963	2.68418
PF3D7_0823600.1	1634	1635	361.038	10.6705
PF3D7_0823700.1	954	955	176.008	8.9059
PF3D7_0823800.1	3474	3475	19121.5	265.898
PF3D7_0823900.1	1754	1755	162.141	4.46441
PF3D7_0824000.1	2704	2705	5170	92.3574
PF3D7_0824100.1	1953	1954	10673.4	263.953
PF3D7_0824200.1	3849	3850	7249	90.9841
PF3D7_0824300.1	2322	2323	9765	203.129
PF3D7_0824400.1	3195	3196	8880.11	134.264
PF3D7_0824500.1	1726	1727	6388.98	178.767
PF3D7_0824600.1	1438	1439	1287	43.2181
PF3D7_0824700.1	2405	2406	9538.29	191.568
PF3D7_0824800.1	4921	4922	1463.89	14.3719
PF3D7_0824900.1	3973	3974	4585.13	55.7535
PF3D7_0825000.1	5630	5631	4462.11	38.2915
PF3D7_0825100.1	561	562	124	10.6619
PF3D7_0825200.1	1196	1197	7318.52	295.445
PF3D7_0825300.1	1179	1180	9698.82	397.178
PF3D7_0825400.1	923	924	9478.61	495.702
PF3D7_0825500.1	2872	2873	2633.01	44.2859
PF3D7_0825600.1	817	818	4738	279.892
PF3D7_0825700.1	918	919	542	28.4992
PF3D7_0825800.1	1341	1342	1089	39.2124
PF3D7_0825900.1	2685	2686	200.081	3.59955
PF3D7_0826000.1	3955	3956	538.609	6.57908
PF3D7_0826100.1	27924	27925	24308.9	42.065
PF3D7_0826200.1	2474	2475	1987	38.7946
PF3D7_0826300.1	2964	2965	3536.94	57.6436
PF3D7_0826400.1	954	955	698	35.3183
PF3D7_0826500.1	5939	5940	4036.12	32.8342
PF3D7_0826600.1	2001	2002	644.504	15.5564
PF3D7_0826700.1	2141	2142	19447.9	438.734
PF3D7_0826800.1	98	99	2	0.97621
PF3D7_0826900.1	2758	2759	7038.23	123.271
PF3D7_0827000.1	4346	4347	19089.7	212.206
PF3D7_0827100.1	5011	5012	571.138	5.50653
PF3D7_0827200.1	3015	3016	225.672	3.61572
PF3D7_0827300.1	2653	2654	2463	44.8448
PF3D7_0827400.1	657	658	1272	93.4135
PF3D7_0827500.1	1650	1651	7691.09	225.107
PF3D7_0827600.1	6024	6025	24242.4	194.431
PF3D7_0827700.1	2832	2833	114	1.94449
PF3D7_0827800.1	7596	7597	12010	76.3925
PF3D7_0827900.1	2424	2425	23381	465.907
PF3D7_0828000.1	804	805	7	0.420195
PF3D7_0828100.1	3639	3640	2297.09	30.4947
PF3D7_0828200.1	5250	5251	8609.83	79.232
PF3D7_0828300.1	3415	3416	3639.23	51.4802
PF3D7_0828400.1	2510	2511	663.979	12.7778
PF3D7_0828500.1	1706	1707	37957.7	1074.52
PF3D7_0828600.1	2371	2372	6813	138.794
PF3D7_0828700.1	3978	3979	1104.05	13.4079
PF3D7_0828800.1	4046	4047	90685.1	1082.81
PF3D7_0828900.1	1870	1871	7269	187.737
PF3D7_0829000.1	6927	6928	8360.4	58.3133
PF3D7_0829100.1	1476	1477	2686.97	87.9085
PF3D7_0829200.1	1464	1465	608.199	20.0612
PF3D7_0829300.1	1709	1710	1465.94	41.4257
PF3D7_0829400.1	2922	2923	26815.2	443.303
PF3D7_0829500.1	7015	7016	1062.71	7.31933
PF3D7_0829600.1	1486	1487	2432.53	79.0489
PF3D7_0829700.1	813	814	844	50.1033
PF3D7_0829800.1	2739	2740	45	0.793616
PF3D7_0829900.1	3171	3172	8594	130.921
PF3D7_0830000.1	111	112	0	0
PF3D7_0830100.1	2827	2828	47411	810.117
PF3D7_0830200.1	4371	4372	1084.99	11.9921
PF3D7_0830300.1	1167	1168	51	2.10997
PF3D7_0830400.1	1992	1993	5639.23	136.729
PF3D7_0830500.1	3696	3697	12448.2	162.707
PF3D7_0830600.1	3670	3671	3641.4	47.9327
PF3D7_0830700.1	2172	2173	1672.49	37.1922
PF3D7_0830800.1	8209	8210	4599.81	27.0735
PF3D7_0830900.1	1743	1744	1196.25	33.1453
PF3D7_0831000.1	2027	2028	607.194	14.468
PF3D7_0831100.1	6752	6753	520.783	3.72656
PF3D7_0831200.1	3982	3983	1869.85	22.6853
PF3D7_0831300.1	4356	4357	4532.96	50.2739
PF3D7_0831400.1	2167	2168	8263.55	184.185
PF3D7_0831500.1	3811	3812	1851.44	23.4696
PF3D7_0831600.1	4332	4333	81573	909.716
PF3D7_0831700.1	4215	4216	23044.3	264.126
PF3D7_0831750.1	867	868	571	31.7881
PF3D7_0831800.1	3631	3632	19098.2	254.094
PF3D7_0831900.1	864	865	274	15.3067
PF3D7_0832000.1	912	913	244	12.9142
PF3D7_0832100.1	1026	1027	315	14.8214
PF3D7_0832200.1	2640	2641	717.792	13.1334
PF3D7_0832200.2	882	883	7.26315	0.397477
PF3D7_0832250.1	483	484	9	0.898557
PF3D7_0832300.1	780	781	72	4.45482
PF3D7_0832400.1	915	916	5.28212	0.278651
PF3D7_0832500.1	981	982	5	0.246041
PF3D7_0832600.1	954	955	0	0
PF3D7_0832700.1	783	784	1	0.0616357
PF3D7_0832800.1	921	922	0	0
PF3D7_0832900.1	915	916	8	0.422029
PF3D7_0833000.1	1107	1108	5.1206	0.223321
PF3D7_0833100.1	1107	1108	9.975	0.435032
PF3D7_0833150.1	213	214	8	1.80644
PF3D7_0833200.1	1071	1072	62.424	2.81388
PF3D7_0833300.1	1185	1186	4.91247	0.200154
PF3D7_0833400.1	1023	1024	26.1602	1.2345
PF3D7_0833500.1	6810	6811	236.987	1.68137
PF3D7_0900100.1	6813	6814	129.971	0.921707
PF3D7_0900200.1	1131	1132	65.2304	2.78453
PF3D7_0900300.1	1080	1081	21.9619	0.981732
PF3D7_0900350.1	213	214	2	0.451611
PF3D7_0900400.1	1032	1033	72.6018	3.39621
PF3D7_0900500.1	1017	1018	82.2425	3.90388
PF3D7_0900600.1	1104	1105	51.6128	2.25706
PF3D7_0900700.1	1146	1147	0	0
PF3D7_0900800.1	1368	1369	17.4259	0.615091
PF3D7_0900900.1	903	904	15.126	0.808547
PF3D7_0901000.1	930	931	1	0.0519037
PF3D7_0901100.1	1053	1054	11.9079	0.545935
PF3D7_0901200.1	213	214	5	1.12903
PF3D7_0901300.1	1137	1138	32.5897	1.38384
PF3D7_0901400.1	1053	1054	12	0.55016
PF3D7_0901500.1	1098	1099	105.979	4.65982
PF3D7_0901600.1	912	913	7	0.370489
PF3D7_0901700.1	1948	1949	4288.04	106.315
PF3D7_0901800.1	1868	1869	793.703	20.5209
PF3D7_0901900.1	2156	2157	38.0798	0.853086
PF3D7_0902000.1	2537	2538	447	8.51068
PF3D7_0902100.1	1835	1836	7746	203.87
PF3D7_0902200.1	3256	3257	1720.94	25.5327
PF3D7_0902300.1	3113	3114	1867.76	28.9835
PF3D7_0902400.1	1623	1624	726	21.6022
PF3D7_0902500.1	3034	3035	1645	26.1912
PF3D7_0902600.1	1854	1855	1587.6	41.3566
PF3D7_0902700.1	1347	1348	883	31.6533
PF3D7_0902800.1	3697	3698	17356	226.794
PF3D7_0902900.1	309	310	11	1.71466
PF3D7_0903000.1	1247	1248	1089.3	42.1775
PF3D7_0903100.1	957	958	112	5.64938
PF3D7_0903200.1	2134	2135	13491.1	305.351
PF3D7_0903300.1	12689	12690	13667.4	52.0441
PF3D7_0903400.1	10124	10125	14718.4	70.2447
PF3D7_0903500.1	5435	5436	5063.62	45.0122
PF3D7_0903600.1	2924	2925	32196.9	531.908
PF3D7_0903700.1	2775	2776	5025	87.4712
PF3D7_0903800.1	4572	4573	108.003	1.14126
PF3D7_0903900.1	772	773	3495.19	218.494
PF3D7_0904000.1	4251	4252	6205.93	70.528
PF3D7_0904100.1	4167	4168	1724.02	19.9877
PF3D7_0904200.1	1166	1167	203.003	8.4058
PF3D7_0904300.1	7464	7465	727	4.70601
PF3D7_0904400.1	1497	1498	2534.69	81.764
PF3D7_0904500.1	1551	1552	1367.09	42.5651
PF3D7_0904600.1	6753	6754	3686.77	26.3775
PF3D7_0904700.1	1432	1433	34869.4	1175.84
PF3D7_0904800.1	2585	2586	2791.19	52.1567
PF3D7_0904900.1	9118	9119	19174.1	101.605
PF3D7_0905000.1	1593	1594	214.565	6.50456
PF3D7_0905100.1	6810	6811	3346	23.739
PF3D7_0905200.1	4721	4722	526	5.3828
PF3D7_0905300.1	18357	18358	1551	4.08258
PF3D7_0905400.1	3989	3990	494862	5993.21
PF3D7_0905500.1	3158	3159	21534.6	329.409
PF3D7_0905600.1	3663	3664	255.722	3.37257
PF3D7_0905700.1	1922	1923	1443.51	36.2734
PF3D7_0905700.2	942	943	4.57224	0.234297
PF3D7_0905700.3	372	373	90.1974	11.6851
PF3D7_0905800.1	5278	5279	1202.56	11.0079
PF3D7_0905900.1	3277	3278	2183	32.1805
PF3D7_0906000.1	6431	6432	1750.01	13.1475
PF3D7_0906100.1	866	867	2742	152.826
PF3D7_0906200.1	2716	2717	5806.82	103.275
PF3D7_0906300.1	2345	2346	988.005	20.3507
PF3D7_0906400.1	2755	2756	4464	78.2696
PF3D7_0906500.1	2588	2589	2749.42	51.3165
PF3D7_0906600.1	3942	3943	1360.71	16.6758
PF3D7_0906700.1	2608	2609	9767.41	180.906
PF3D7_0906800.1	2829	2830	2028.28	34.6329
PF3D7_0906890.1	856	857	4187.44	236.111
PF3D7_0906910.1	797	798	97	5.87377
PF3D7_0907000.1	724	725	1477.02	98.4457
PF3D7_0907100.1	4403	4404	4287.57	47.0448
PF3D7_0907200.1	5512	5513	1403.07	12.2982
PF3D7_0907300.1	1716	1717	3879.52	109.183
PF3D7_0907400.1	4424	4425	34542.7	377.217
PF3D7_0907500.1	1998	1999	14031	339.176
PF3D7_0907600.1	3950	3951	9676.91	118.353
PF3D7_0907700.1	2069	2070	465.137	10.8582
PF3D7_0907800.1	1177	1178	4059.48	166.523
PF3D7_0907900.1	908	909	16457.5	874.88
PF3D7_0908000.1	2089	2090	555.818	12.8509
PF3D7_0908100.1	1431	1432	11876	400.752
PF3D7_0908200.1	5434	5435	2836.76	25.2215
PF3D7_0908300.1	2574	2575	3913.92	73.4485
PF3D7_0908300.2	792	793	129.731	7.90531
PF3D7_0908400.1	1934	1935	3642.02	90.9514
PF3D7_0908500.1	6761	6762	22487.4	160.699
PF3D7_0908600.1	2140	2141	518.001	11.6913
PF3D7_0908700.1	1715	1716	1279.42	36.0283
PF3D7_0908800.1	3032	3033	854.614	13.6159
PF3D7_0908900.1	3965	3966	1257.16	15.3174
PF3D7_0909000.1	3039	3040	642	10.2049
PF3D7_0909100.1	3270	3271	550.951	8.13918
PF3D7_0909200.1	1410	1411	162	5.548
PF3D7_0909300.1	1515	1516	2635.52	84.0071
PF3D7_0909400.1	5592	5593	5001.76	43.2142
PF3D7_0909500.1	2481	2482	645.406	12.5655
PF3D7_0909600.1	2901	2902	44766.1	745.418
PF3D7_0909700.1	7313	7314	1440.34	9.51608
PF3D7_0909800.1	1185	1186	413.153	16.8335
PF3D7_0909900.1	5161	5162	3867.79	36.207
PF3D7_0910000.1	3345	3346	274	3.95706
PF3D7_0910100.1	6299	6300	3298.16	25.2976
PF3D7_0910200.1	10714	10715	14237.4	64.2075
PF3D7_0910300.1	2686	2687	6058.02	108.946
PF3D7_0910400.1	4220	4221	1261.3	14.4395
PF3D7_0910500.1	6223	6224	8587.19	66.6699
PF3D7_0910600.1	1305	1306	2090.02	77.3313
PF3D7_0910700.1	2138	2139	410	9.26235
PF3D7_0910800.1	2144	2145	604.208	13.6115
PF3D7_0910900.1	2588	2589	703.073	13.1225
PF3D7_0911000.1	1740	1741	23897.5	663.289
PF3D7_0911100.1	4825	4826	43752	438.085
PF3D7_0911200.1	1462	1463	2210.45	73.0102
PF3D7_0911300.1	9942	9943	2063.02	10.0262
PF3D7_0911400.1	4554	4555	14868.4	157.734
PF3D7_0911500.1	1162	1163	1505.14	62.5383
PF3D7_0911500.2	411	412	1445.86	169.581
PF3D7_0911600.1	3220	3221	7250.41	108.773
PF3D7_0911700.1	3894	3895	2236.29	27.7439
PF3D7_0911800.1	1252	1253	3380.18	130.358
PF3D7_0911900.1	2911	2912	10478.7	173.886
PF3D7_0912000.1	5376	5377	2190.38	19.6846
PF3D7_0912100.1	2190	2191	10205.3	225.076
PF3D7_0912200.1	1362	1363	613	21.7327
PF3D7_0912400.1	3651	3652	3206.66	42.4298
PF3D7_0912500.1	1712	1713	13506.2	380.999
PF3D7_0912600.1	2721	2722	6195	109.977
PF3D7_0912700.1	732	733	428.533	28.2507
PF3D7_0912800.1	2851	2852	960.577	16.2754
PF3D7_0912900.1	1912	1913	1494.27	37.7452
PF3D7_0913000.1	970	971	4195.51	208.792
PF3D7_0913100.1	2319	2320	151	3.14512
PF3D7_0913150.1	138	139	22	7.64815
PF3D7_0913200.1	1488	1489	26325.5	854.34
PF3D7_0913300.1	2890	2891	329.672	5.51039
PF3D7_0913400.1	507	508	95	9.03666
PF3D7_0913500.1	1797	1798	4903	131.771
PF3D7_0913600.1	4222	4223	4858.89	55.5986
PF3D7_0913700.1	2378	2379	50119.3	1018.03
PF3D7_0913800.1	829	830	10322.8	600.989
PF3D7_0913900.1	2963	2964	11636	189.703
PF3D7_0914000.1	3077	3078	5913	92.8298
PF3D7_0914100.1	3918	3919	26963.1	332.463
PF3D7_0914200.1	2980	2981	1530.41	24.8081
PF3D7_0914300.1	2594	2595	2245.77	41.8193
PF3D7_0914400.1	912	913	1197	63.3536
PF3D7_0914500.1	5739	5740	3801.68	32.0045
PF3D7_0914600.1	1826	1827	2596.19	68.6668
PF3D7_0914700.1	3021	3022	3962.12	63.3551
PF3D7_0914800.1	2606	2607	17868.6	331.207
PF3D7_0914900.1	3918	3919	2307.61	28.4535
PF3D7_0915000.1	2084	2085	6422.01	148.838
PF3D7_0915100.1	1589	1590	2589	78.6834
PF3D7_0915200.1	1765	1766	1321.89	36.1703
PF3D7_0915300.1	2843	2844	323.484	5.49631
PF3D7_0915400.1	6368	6369	6719.44	50.9812
PF3D7_0915500.1	2835	2836	323.109	5.50543
PF3D7_0915600.1	1330	1331	1335.08	48.4706
PF3D7_0915700.1	1336	1337	2423	87.573
PF3D7_0915800.1	1035	1036	50	2.33216
PF3D7_0915900.1	2364	2365	6007.98	122.757
PF3D7_0916000.1	4856	4857	10700.4	106.458
PF3D7_0916100.1	1404	1405	654.019	22.4938
PF3D7_0916200.1	4075	4076	14520.4	172.144
PF3D7_0916300.1	879	880	3275	179.836
PF3D7_0916400.1	7945	7946	19754.1	120.131
PF3D7_0916500.1	1796	1797	1466.48	39.4346
PF3D7_0916600.1	1076	1077	117.003	5.24962
PF3D7_0916700.1	6589	6590	19589	143.64
PF3D7_0916800.1	705	706	160	10.9512
PF3D7_0916900.1	2997	2998	6021.46	97.0552
